article_id,similar_images,similarity_scores
738383001,"[782575003, 745969001, 834634001]","[1.0, 1.0, 1.0]"
738509004,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
738526001,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
738528001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
738590004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
738612005,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
738627002,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
738627003,"[797383001, 888728007, 816919014]","[1.0, 1.0, 1.0]"
738638001,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
738713012,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
738731003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
738739002,"[709194003, 701760007, 558806001]","[1.0, 1.0, 1.0]"
738760001,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
738761002,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
738770003,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
738777003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
738813001,"[805806003, 692783005, 881359001]","[1.0, 1.0, 1.0]"
738815004,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
738851003,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
738859002,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
738859003,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
738859008,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
738859010,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
738873004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
738913002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
738921001,"[829021001, 648976001, 919008001]","[1.0, 1.0, 1.0]"
738921004,"[829021001, 648976001, 919008001]","[1.0, 1.0, 1.0]"
738943004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
738944002,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
739077001,"[870434001, 586333001, 813179001]","[1.0, 1.0, 1.0]"
739092020,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739092032,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739107001,"[784458001, 808852002, 625144001]","[1.0, 1.0, 1.0]"
739150006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739173003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739211002,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
739214005,"[805038002, 770794002, 899499012]","[1.0, 1.0, 1.0]"
739247006,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739301001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739334001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739341001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739356001,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
739364001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
739365002,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
739373002,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
739373004,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
739381002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739393001,"[733064001, 848307002, 736404001]","[1.0, 1.0, 1.0]"
739493001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739503001,"[638039004, 793945002, 734435001]","[1.0, 1.0, 1.0]"
739503002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739508002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739541001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739575004,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
739590001,"[840350002, 794221011, 772565024]","[1.0, 1.0, 1.0]"
739590038,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
739659001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
739659002,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
739659014,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
739659022,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
739659035,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
739659045,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
739662001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739666011,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739669001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739672002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
739675003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739679002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739684006,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
739684008,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
739685001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
739688001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
739705002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739767002,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
739802021,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
739802027,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
739819009,"[638039004, 793945002, 734435001]","[1.0, 1.0, 1.0]"
739823001,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
739827019,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739829002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739845001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
739851001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739851002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739868004,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
739888001,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
739889032,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
739898009,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
739901006,"[108775044, 757915002, 757871001]","[0.0, 0.0, 0.0]"
739907008,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739908002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739912001,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
739923001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739939002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
739956001,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
739964001,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
739986001,"[728345001, 638224002, 873660002]","[1.0, 1.0, 1.0]"
740010002,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
740211002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740247006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740299001,"[741537001, 633960001, 740299001]","[1.0, 1.0, 1.0]"
740305001,"[761699002, 883692009, 763665001]","[1.0, 1.0, 1.0]"
740412010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740459001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740487002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740491002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
740500002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740519001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
740520001,"[810971002, 108775044, 757915002]","[1.0, 0.0, 0.0]"
740525001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740650001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740690002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
740746001,"[659800002, 672228001, 626316003]","[1.0, 1.0, 1.0]"
740812001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741021004,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
741054005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741190001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
741191007,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
741197001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741215001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
741226001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741253001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
741261003,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
741261006,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
741356005,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
741356009,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
741387002,"[733064001, 848307002, 736404001]","[1.0, 1.0, 1.0]"
741417008,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
741419001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
741419002,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
741428001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
741430002,"[485726004, 673214025, 779924003]","[1.0, 1.0, 1.0]"
741433001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
741537001,"[741537001, 633960001, 740299001]","[1.0, 1.0, 1.0]"
741542001,"[880776001, 108775044, 757805006]","[1.0, 0.0, 0.0]"
741752002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741774002,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
741829004,"[655764001, 741829004, 686126002]","[1.0, 1.0, 1.0]"
741862001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741869002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
741941001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
742172017,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
742177006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
742177009,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
742187001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
742258012,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
742258023,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
742368001,"[742368001, 629474001, 757915002]","[1.0, 1.0, 0.0]"
742400043,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
742473001,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
742522006,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
742525002,"[736640004, 742525002, 867943002]","[1.0, 1.0, 1.0]"
742667003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
742726001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
742735004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
742745005,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
742911004,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
742918003,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
742956001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
743079001,"[883341001, 749420001, 674586001]","[1.0, 1.0, 1.0]"
743113001,"[631458003, 599072001, 536901004]","[1.0, 1.0, 1.0]"
743123002,"[829021001, 648976001, 919008001]","[1.0, 1.0, 1.0]"
743126001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743132001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743132004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743136001,"[829687002, 757903038, 757805006]","[1.0, 0.0, 0.0]"
743182002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743218001,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
743218007,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
743218009,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
743218011,"[883341001, 749420001, 674586001]","[1.0, 1.0, 1.0]"
743223003,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
743295001,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
743444002,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
743449003,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
743501001,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
743530004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743530037,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743530039,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743530050,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743568002,"[710115005, 797343001, 885468002]","[1.0, 1.0, 1.0]"
743586002,"[651595001, 631536028, 499368007]","[1.0, 1.0, 1.0]"
743594003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743630007,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
743698001,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
743699001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743788001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743791002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743791007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743840001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
743840027,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
743865002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743906004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743907003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743907016,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743908014,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743908018,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743909001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
743909004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743913001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743914014,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743914017,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743932001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
743932009,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
743995003,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
744036001,"[797383001, 888728007, 816919014]","[1.0, 1.0, 1.0]"
744044001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
744044002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
744100006,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
744109018,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
744111003,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
744113004,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
744117015,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
744126005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744136002,"[108775044, 757915002, 757813005]","[0.0, 0.0, 0.0]"
744136004,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
744136006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744177001,"[840350002, 794221011, 772565024]","[1.0, 1.0, 1.0]"
744189005,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
744215001,"[711274002, 865911001, 695632003]","[1.0, 1.0, 1.0]"
744242013,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
744266004,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
744287001,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
744306009,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744337001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744337007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744355011,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
744355019,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744390002,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
744393002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744434002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744452007,"[701307004, 814118013, 616763002]","[1.0, 1.0, 1.0]"
744460001,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
744532001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
744543005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744570004,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
744576001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
744659001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744705004,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
744767002,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
744768001,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
744787003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744796003,"[829021001, 648976001, 919008001]","[1.0, 1.0, 1.0]"
744802002,"[758126002, 757812001, 757813005]","[0.0, 0.0, 0.0]"
744816001,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
744823001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
744847001,"[860978001, 792231001, 559076002]","[1.0, 1.0, 1.0]"
744893004,"[710115005, 797343001, 885468002]","[1.0, 1.0, 1.0]"
744931001,"[624612001, 687176004, 857525004]","[1.0, 1.0, 1.0]"
744966003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
745073001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
745186006,"[745186006, 616049008, 647946004]","[1.0, 1.0, 1.0]"
745199001,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
745199002,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
745212004,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
745247003,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
745256012,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
745267001,"[925978002, 925978003, 563210002]","[1.0, 1.0, 1.0]"
745293007,"[254303058, 809841002, 767754004]","[1.0, 1.0, 1.0]"
745294002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
745321001,"[811756002, 857812006, 801938001]","[1.0, 1.0, 1.0]"
745355001,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
745362002,"[254303058, 809841002, 767754004]","[1.0, 1.0, 1.0]"
745475010,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
745475014,"[609355013, 651015001, 745475014]","[1.0, 1.0, 1.0]"
745698001,"[883341001, 749420001, 674586001]","[1.0, 1.0, 1.0]"
745711001,"[108775044, 757915002, 757813005]","[0.0, 0.0, 0.0]"
745737002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
745773006,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
745869001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
745924001,"[478641001, 745924001, 723595001]","[1.0, 1.0, 1.0]"
745933001,"[829021001, 648976001, 919008001]","[1.0, 1.0, 1.0]"
745962001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
745969001,"[782575003, 745969001, 834634001]","[1.0, 1.0, 1.0]"
746069002,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
746069006,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
746083001,"[746083001, 108775044, 757909004]","[1.0, 0.0, 0.0]"
746094004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
746144011,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
746145001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746260023,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
746261002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
746292004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746297005,"[189616015, 630915001, 696769002]","[1.0, 1.0, 1.0]"
746300004,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
746307004,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
746308008,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
746308010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746308013,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
746308015,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746314002,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
746315001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746334002,"[872400001, 711648004, 787178001]","[1.0, 1.0, 1.0]"
746442001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
746518001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746552004,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
746561001,"[879545002, 270375001, 270375004]","[1.0, 1.0, 1.0]"
746562002,"[516550003, 108775044, 757915002]","[1.0, 0.0, 0.0]"
746603001,"[883341001, 749420001, 674586001]","[1.0, 1.0, 1.0]"
746627002,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
746648004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746687001,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
746793001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746871002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746871005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746920003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
746994001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747057003,"[624761002, 834437002, 669999003]","[1.0, 1.0, 1.0]"
747057011,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747085001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747197003,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
747204002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
747229001,"[747229001, 724180001, 779871009]","[1.0, 1.0, 1.0]"
747240001,"[624612001, 687176004, 857525004]","[1.0, 1.0, 1.0]"
747248001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
747264001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
747404002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747415002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
747432007,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
747433001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747434001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747485010,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
747528003,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
747534002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747534004,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
747558013,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747563005,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
747591004,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
747634002,"[691595001, 600687001, 747634002]","[1.0, 1.0, 1.0]"
747636010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
747721009,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
747764003,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
747803002,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
747805001,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
747828001,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
747838003,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
747946003,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
747984001,"[638039004, 793945002, 734435001]","[1.0, 1.0, 1.0]"
747994006,"[797383001, 888728007, 816919014]","[1.0, 1.0, 1.0]"
748025004,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
748030001,"[756189001, 645022001, 596028004]","[1.0, 1.0, 1.0]"
748140001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
748236002,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
748270002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
748344001,"[734643001, 736355002, 792376001]","[1.0, 1.0, 1.0]"
748355011,"[108775044, 757964002, 757871001]","[0.0, 0.0, 0.0]"
748361003,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
748516005,"[577294018, 485539043, 748516005]","[1.0, 1.0, 1.0]"
748562002,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
748576002,"[748576002, 108775044, 757915002]","[1.0, 0.0, 0.0]"
748657001,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
748751003,"[897952002, 748751003, 907578001]","[1.0, 1.0, 1.0]"
748961001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
749002001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
749030006,"[372860068, 723529001, 769808001]","[1.0, 1.0, 1.0]"
749044011,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
749044016,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
749044018,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
749064005,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
749084001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
749087001,"[702483004, 449175004, 615988002]","[1.0, 1.0, 1.0]"
749097014,"[870260002, 685254003, 889713001]","[1.0, 1.0, 1.0]"
749098010,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
749098022,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
749103009,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
749104002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
749104012,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
749131004,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
749166001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
